id,title,description,genres,imdb_rating,views,ismovie,media_type_name,lang_id,language_name
1670,Gurthunda Seethakalam,Satyadev | Tamannaah | Kaala Bhairava | Nagashekar,"Drama, Adventure, Romance",6.2,4499594,1,Movie,1,English
1677,Loha,"Dharmendra, shatrughan sinha, ambarish Puri,kadar khan","Action, Drama",6.1,14380717,1,Movie,2,हिन्दी
1713,Vijayanand,Anand Sankeshwar || Nihal || Rishika Sharma || Gopi Sundar ||,"Action, Comedy, Thriller",8.3,12371725,1,Movie,2,हिन्दी
1721,Hansel & Gretel: Witch Hunters,Hansel and Gretel are bounty hunters who track down witches for a living. They are tasked with rescuing the children who have been abducted by witches to be sacrificed on Blood Moon night.,"Action, Horror",6.1,10682094,1,Movie,1,English
1722,Yeh Kaali Kaali Ankhein,"Tahir Raj Bhasin, Shweta Tripathi, Anchal Singh","Action, Comedy, Thriller",7.0,22390333,1,Movie,2,हिन्दी
1724,Happy Family S1 - E5 to E6,"Meet the Dholakias, a family of four generations living under one roof, as they navigate the ups and downs of their lives. While they appear to be picture perfect, they are endearingly, heartbreakingly human, each with their unique quirks and quibbles. Follow their journey as they try their best to navigate through all the things life throws at them.","Comedy, Drama",6.4,20089571,0,Series/TV Show,2,हिन्दी
1725,Code Name:Tiranga,"Parineeti Chopra, Harrdy Sandhu, Ribhu Dasgupta","Action, Drama, Thriller, Romance",3.2,13488925,1,Movie,2,हिन्दी
1726,Happy Family S1 - E1 to E4,"Meet the Dholakias, a family of four generations living under one roof, as they navigate the ups and downs of their lives. While they appear to be picture perfect, they are endearingly, heartbreakingly human, each with their unique quirks and quibbles. Follow their journey as they try their best to navigate through all the things life throws at them.","Comedy, Drama",6.4,20089604,0,Series/TV Show,2,हिन्दी
1728,Akhanda,Nandamuri Balakrishna | Boyapati Srinu |,"Action, Comedy, Thriller",6.9,6201882,1,Movie,2,हिन्दी
1729,Chup: Revenge of the Artist,"Sunny Deol, Dulquer Salmaan, Shreya Dhanwanthary, Pooja Bhatt","Action, Drama, Thriller",7.6,18319417,1,Movie,2,हिन्दी
1730,Imaikkaa Nodigal,"Atharvaa, Nayanthara, Anurag Kashyap |","Action, Drama, Thriller",7.3,7339006,1,Movie,2,हिन्दी
1731,Theerppu,"Prithviraj Sukumaran, Murali Gopy, Indrajith Sukumaran","Action, Drama, Thriller",5.6,621070,1,Movie,2,हिन्दी
1735,Freddy,Kartik Aaryan | Alaya F,"Action, Thriller",7.5,68188532,1,Movie,2,हिन्दी
1738,Ghatak,"Sunny Deol, Meenakshi, Mamta Kulkarni","Action, Drama, Thriller, Crime",7.5,22496449,1,Movie,2,हिन्दी
1742,Lady Voyeur,Season 01 :- Episodes: 01-10,"Drama, Mystery, Thriller",5.0,185649,0,Series/TV Show,1,English
1743,Rabbit Hole,Season 01 :- Episodes: 01-08,"Action, Drama, Thriller",7.5,2608169,0,Series/TV Show,1,English
1745,Victim/Suspect,Investigative journalist Rae de Leon uncovers and examines the pattern of young women being ignored by authorities after reporting sexual assaults.,"Drama, Crime",7.0,169438,1,Movie,1,English
1746,No Exit,"Danny Ramirez,Havana Rose Liu","Drama, Mystery, Thriller",6.1,6614715,1,Movie,1,English
1748,Tulsa King,Season 01 :- Episodes: 01-09,"Drama, Crime",8.1,8158464,0,Series/TV Show,1,English
1767,Godzilla,Best Action war Movie,"Action, Drama, War",6.4,41507891,1,Movie,1,English
1768,KATE,"Slipped a fatal poison on her final job, a ruthless Tokyo assassin has less than 24 hours to find out who ordered the hit and exact revenge.","Action, Drama, Mystery",6.2,113252,1,Movie,1,English
1774,Vasco The Rebel,"Vasco The Rebel (Romantic) | Akash Puri, Ketika S |","Action, Drama, Romance",4.5,489484,1,Movie,2,हिन्दी
1775,NRI Wives,NRI Wives || Grey Stories Of Love Vs Desires...,Drama,8.3,1441621,1,Movie,2,हिन्दी
1776,Aazam,"Jimmy Shergill, Abhimanyu Singh & Indraneil Sengupta |","Drama, Mystery, Thriller, Crime",8.6,2760116,1,Movie,2,हिन्दी
1777,Boo,"Rakul Preet Singh, Vishwak Sen |Best Movie","Horror, Thriller",4.1,110909,1,Movie,2,हिन्दी
1778,Missing,"Storm Reid, Joaquim de Almeida, Ken Leung, Amy Landecker, Daniel Henney, and Nia Long.","Drama, Thriller",7.1,16596352,1,Movie,1,English
1779,FUBAR,Season: 01 Episodes : 01-08 A C.I.A. operative on the edge of retirement discovers a family secret and is called back into the field for one last job.,"Action, Adventure, Thriller",6.5,3133370,0,Series/TV Show,1,English
1780,Tin&Tina,"After a traumatic miscarriage, a young couple adopts two peculiar twins from a convent whose obsession with religion soon disturbs the family.","Horror, Mystery, Thriller",4.8,45288,1,Movie,1,English
1782,Blood & Gold,"At the bitter end of World War II, a German deserter and a young woman are drawn into bloody battle with a group of Nazis hunting for hidden gold.","Action, Drama, War",6.6,51702,1,Movie,1,English
1784,Renfield,"Renfield, the tortured aide to his narcissistic boss, Dracula, is forced to procure his master's prey and do his every bidding.","Comedy, Drama, Horror, Fantasy",6.4,137536,1,Movie,1,English
1792,Shivpratap Garudjhep,शिवप्रताप गरुडझेप || Shivpratap Garudjhep ||,Drama,8.1,68573,1,Movie,14,मराठी
1793,Bhediya,Varun Dhawan | Kriti Sanon | Dinesh Vijan | Amar Kaushik,"Comedy, Drama, Horror, Thriller",7.1,52734966,1,Movie,2,हिन्दी
1794,ચલ મન જીતવા જૈયે ૨,"Chal Man Jeetva Jaiye 2... Harsh Khurana, Rajeev Mehta, Hemen Chauhan and Sheetal Pandya",Drama,7.9,501249,1,Movie,3,ગુજરાતી
1795,The Gryphon,Season: 01 Episodes : 01-06,Fantasy,6.5,26838,0,Series/TV Show,1,English
1796,Operation Mayfair,"Jimmy Shergill, Hritiqa Chheber, Vedieka Dutt | Sudipto Sarkar","Thriller, Crime",2.5,653060,1,Movie,2,हिन्दी
1797,Dasara,"Nani, Keerthy Suresh | Srikanth Odela | Santhosh Narayanan","Action, Drama, Adventure",6.8,13214264,1,Movie,2,हिन्दी
1798,Mother's Day,"Agnieszka Grochowska, Sebastian Dela, Szymon Wróblewski","Action, Drama, Thriller",5.6,7905,1,Movie,1,English
1799,Come Back Home,"Come Back Home is a 2022 South Korean comedy film directed by Lee Yeon-woo, starring Ra Mi-ran, Song Sae-byeok and Lee Beom-soo.","Drama, Adventure, Thriller",8.6,36450,1,Movie,2,हिन्दी
1802,65,Adam Driver as Mills. Adam Driver. Mills ; Ariana Greenblatt as Koa. Ariana Greenblatt. Koa ; Chloe Coleman as Nevine. Chloe Coleman. Nevine ; Nika King.,"Action, Drama, Adventure, Thriller, Sci-fi",5.4,1999767,1,Movie,1,English
1803,Dungeons & Dragons: Honour Among Thieves,"A charming thief and a band of unlikely adventurers embark on an epic quest to retrieve a long lost relic, but their charming adventure goes dangerously awry when they run afoul of the wrong people.","Action, Comedy, Adventure, Fantasy",7.3,22594427,1,Movie,1,English
1804,Michael,"Sundeep Kishan, Vijay Sethupathi | Ranjit Jeyakodi | Sam CS","Action, Drama, Thriller, Crime",5.0,2358765,1,Movie,2,हिन्दी
1805,Lavaste,"Omkar Kapoor, Manoj Joshi & Brijendra Kala","Drama, Thriller",8.8,5089731,1,Movie,2,हिन्दी
1806,WWE Night of Champions,"Directed by Kevin Dunn. With Brock Lesnar, John Cena, Randy Orton, Chris Jericho. Eight matches took place at the event.","Action, Sport",6.4,285223,1,Movie,1,English
1807,Fire in the Mountains,"A mother toils to save money to build a road in a mountainous Himalayan village to take her son to physiotherapy. Yet her husband, who believes that a shamanic ritual is the remedy, stands in her way.",Drama,6.4,14589,1,Movie,2,हिन्दी
1809,I See You,Strange occurrences plague a small-town detective and his family as he investigates the disappearance of a 12-year-old boy.,"Drama, Mystery, Thriller, Crime, Popular",6.8,1317171,1,Movie,1,English
1811,Studio 666,"Dave Grohl, Nate Mendel, Pat Smear","Comedy, Drama, Horror",5.7,13497,1,Movie,1,English
1813,The Little Mermaid,"The youngest of King Triton's daughters, Ariel is a beautiful and spirited young mermaid with a thirst for adventure.","Drama, Adventure, Fantasy, Popular",7.0,19334775,1,Movie,1,English
1814,Comrade in America,"Cia(Comrade in America) ||Dulquer Salmaan, Karthika||","Drama, Adventure",6.4,55056,1,Movie,2,हिन्दी
1815,Goal The Dream Begins,Goal ! The Dream Begins - A young boy immigrates from Mexico to America for a better life and situation with his family. But what the family doesn't know is that the little boy that loved Football would grow up to be one of the best Footballers in the Premier League!,"Sport, Popular",5.3,1387240,1,Movie,1,English
1822,Bad Boy,Namashi | Amrin | Rajkumar Santoshi | Himesh Reshammiya,"Comedy, Drama",8.7,11131223,1,Movie,2,हिन्दी
1823,Chengiz,Jeet | Susmita | Rohit Roy | Shataf | Neeraj Pandey | Rajesh,"Action, Drama, Thriller",8.2,4921189,1,Movie,2,हिन्दी
1824,Creed III,"Tessa Thompson, Michael B. Jordan","Action, Drama, Sport",6.9,11930,1,Movie,2,हिन्दी
1825,SISU,"Jorma Tommila, Aksel Hennie, Jack Doolan and Mimosa Willamo.","Action, War, Adventure, Thriller",7.0,1081612,1,Movie,2,हिन्दी
1826,Baadshah,"Shahrukh Khan, Amrish Puri and Twinkle Khanna","Action, Drama, Thriller, Romance",6.8,19171468,1,Movie,2,हिन्दी
1827,Asterix & Obelix: The Middle Kingdom,The Chinese princess Fu Yi arrives at the Gallic village to ask Asterix and Obelix for help after Prince Deng Qin's coup overthrows the Empress.,"Comedy, Drama, Thriller",5.0,16913,1,Movie,2,हिन्दी
1829,Mr. Natwarlal,"Amitabh Bachchan, Rekha","Action, Comedy, Drama, Love Story",6.5,2329757,1,Movie,2,हिन्दी
1831,Kedarnath,Sushant Singh Rajput | Sara Ali Khan | Abhishek Kapoor,"Drama, Thriller",6.7,37014196,1,Movie,2,हिन्दी
1832,Sonchiriya,"Sushant, Bhumi P, Manoj B, Ranvir S","Drama, War",7.9,21434331,1,Movie,2,हिन्दी
1833,Chhichhore,Nitesh Tiwari | Sushant | Shraddha | Sajid Nadiadwala |,"Comedy, Drama",8.3,51095112,1,Movie,2,हिन्दी
1837,Royalteen : Princess Margrethe,"In the wake of her prom scandal, Princess Margrethe longs for normalcy as she struggles to maintain her perfect facade while dealing with family drama.","Drama, Thriller",4.6,1063140,1,Movie,1,English
1839,Kai Po Che!,"Three friends start an academy to train aspiring cricketers. But before they realise their goals, they experience an earthquake, an unstable political situation and communal riots.","Comedy, Drama",7.8,1091244,1,Movie,2,हिन्दी
1840,Befikre,Ranveer Singh | Vaani Kapoor | Aditya Chopra,"Drama, Love Story, Romance",4.1,45598829,1,Movie,2,हिन्दी
1841,Batti Gul Meter Chalu,"Shahid Kapoor, Shraddha Kapoor, Divyendu Sharma,Yami Gautam","Comedy, Drama, Political",5.9,43749331,1,Movie,2,हिन्दी
1842,Fanaa,Aamir Khan | Kajol | Kunal Kohli | Aditya Chopra,"Love Story, Thriller, Romance",7.1,2757384,1,Movie,2,हिन्दी
1843,Evil Dead Rise,"A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.","Drama, Horror, Mystery, Adventure",6.7,772791,1,Movie,1,English
1844,Ghosted,Chris Evans | Ana De Arms |,"Action, Drama, Romance",5.8,43850,1,Movie,1,English
1845,U-Turn,"Alaya F, Manu Rishi, Aashim Gulati, Shreedhar Dubey, Apoorva Suman, Tariq Mir, Priyanka Arya, Rajesh Sharmamore","Action, Drama, Thriller",7.0,1191214,1,Movie,2,हिन्दी
1846,Spiral,"Chris Rock, Samuel L. Jackson","Action, Drama, Horror",5.2,58683,1,Movie,1,English
1847,Gangs of Wasseypur - Part 2,"Nawazuddin Siddiqui,Huma Qureshi","Action, Comedy, Drama",8.9,1322442,1,Movie,2,हिन्दी
1848,Ittefaq,"Sidharth Malhotra, Sonakshi Sinha, Akshaye Khanna","Mystery, Thriller, Sci-fi",7.2,23129236,1,Movie,2,हिन्दी
1849,Rough Cut,"Having a brutal, gangster-like behaviour, actor Jang Soo-ta gets in trouble for beating up his counterpart","Action, Drama, War",7.0,235314,1,Movie,2,हिन्दी
1850,Luther: The Fallen Sun,A serial killer terrorizes London while disgraced detective John Luther sits behind bars.,"Action, Thriller, Sci-fi, Crime",6.4,194213,1,Movie,1,English
1851,Mission Majnu,"Sidharth Malhotra, Rashmika Mandanna |","Drama, Thriller",7.4,38786941,1,Movie,2,हिन्दी
1852,Kuttey,Arjun Tabu Naseeruddin Konkona Kumud Radhika Shardul Aasmaan,"Comedy, Drama, Thriller",5.6,12663997,1,Movie,2,हिन्दी
1853,Ram Balram,"Amitabh Bachchan, Dharmendra and Rekha","Action, Drama, Love Story, Thriller",6.2,15847517,1,Movie,2,हिन्दी
1856,Babul Meriya Guddiya,Rahul J | Manpreet S | Malkeet R,"Drama, Thriller",6.2,18132,1,Movie,12,ਪੰਜਾਬੀ
1857,Shyam Singha Roy,Natural Star Nani,"Action, Drama, Romance",7.7,435147,1,Movie,2,हिन्दी
1858,Transatlantic,"An American journalist, during 13 months spent in France in 1940-41, manages to arrange safe passage out of France and on to the US for more than 2000 refugees who are in danger of losing their lives.","Action, Drama, War, Thriller",6.5,13240,1,Movie,2,हिन्दी
1859,Chupa,A boy on a family trip to Mexico discovers a young chupacabra hiding in his grandfather's shed.,"Adventure, Fantasy",5.5,70101,1,Movie,2,हिन्दी
1860,Kantara,"Rishab Shetty, Sapthami Gowda, Kishore","Action, Thriller",8.3,14230630,1,Movie,2,हिन्दी
1861,Inception,Cobb steals information from his targets by entering their dreams. Saito offers to wipe clean Cobb's criminal history as payment for performing an inception on his sick competitor's son.,"Action, Drama, Sci-fi",8.8,318819,1,Movie,1,English
1862,School of Lies,Nimrat K. | Sonali K.,Drama,6.2,37370518,0,Series/TV Show,2,हिन्दी
1863,Scoop,"Hansal Mehta, Karishma Tanna, Prosenjit Chatterjee, Harman Baweja","Action, Drama, Thriller",7.4,39287808,0,Series/TV Show,2,हिन्दी
1865,Zara Hatke Zara Bachke,Vicky Kaushal & Sara Ali Khan |,"Comedy, Drama, Romance",8.6,7909618,1,Movie,2,हिन्दी
1866,Mudhal Nee Mudivum Nee,Darbuka Siva | Super Talkies,"Drama, Fantasy, Romance",8.0,1567365,1,Movie,1,English
1867,Medal,"Jayy Randhawa, Pradeep Rawat and Hobby Dhaliwal","Action, Drama",8.9,11127009,1,Movie,12,ਪੰਜਾਬੀ
1869,Deadloch,Season 01: Episodes : 01-08,Comedy,5.7,137702,0,Series/TV Show,1,English
1870,Medellin,"To save his younger brother from the hands of narcos in Medellin, Reda gathers a team to raid the kidnappers in Colombia.","Action, Comedy, Drama",4.7,213263,1,Movie,1,English
1871,Ghar Banduk Biryani,"Hemant Awtade, Nagraj Manjule. With Sayaji Shinde, Harshal Gire, Somnath Awghade, Pravin Dalimbkar.","Comedy, Drama, Thriller",7.5,7895815,1,Movie,14,मराठी
1872,Spider-Man: Across the Spider-Verse,Best Catoon Movie,"Action, Comedy, Adventure, Sci-fi, Fantasy",9.1,937407,1,Movie,2,हिन्दी
1874,300: Rise of an Empire,Sullivan Stapleton · Eva Green best Movie,"Action, Drama, Thriller",6.2,7766694,1,Movie,1,English
1875,Meter Down,Season:- 01  Episodes :- 01-06,"Comedy, Drama, Romance",8.3,467844,0,Series/TV Show,1,English
1876,Extraction,एक्सट्रैक्शन | क्रिस हेम्सवर्थ | Best Movie,"Action, Drama, Thriller",6.7,3888156,1,Movie,1,English
1877,Amigos,Nandamuri Kalyan Ram | Ashika Ranganath | Rajendra Reddy | Ghibran,"Action, Thriller, Crime",5.9,12922301,1,Movie,2,हिन्दी
1878,Ved,#RiteishDeskhmukh @GeneliaDeskhmukh #JiyaaShankar #MumbaiFilmCompany #DeshMusic #WarnerMusicIN #AjayAtul #shubhankartawde,"Drama, Romance",7.3,11113753,1,Movie,2,हिन्दी
1879,Vadh,"Sanjay Mishra, Neena Gupta","Drama, Thriller, Crime",7.2,9915008,1,Movie,2,हिन्दी
1880,Kaapa,"Prithiviraj Sukumaran, Aparna Balamurali |","Action, Thriller, Crime",6.0,861252,1,Movie,2,हिन्दी
1881,In His Shadow,"After the death of their father, two half-brothers find themselves on opposite sides of an escalating conflict that quickly leads to tragic consequences for both them and the rest of their families.","Drama, Thriller, Crime",4.8,106875,1,Movie,1,English
1882,The Magician’s Elephant,The orphan boy Peter sets out to find his missing sister. He asks a fortune teller if she is still alive. She advises him to find a magician with an elephant. Peter must then complete three difficult tasks.,"Comedy, Drama, Adventure, Fantasy",6.5,45515,1,Movie,1,English
1883,Pop Kaun?,Season:- 01  Episodes :- 01-06,"Comedy, Drama",6.3,13107676,0,Series/TV Show,2,हिन्दी
1884,Caught Out: Crime. Corruption. Cricket,"The sports documentary examines India's biggest match-fixing scandal, the icons caught in its web and the journalists who uncovered the corruption.","Drama, Sport",5.9,2046519,1,Movie,1,English
1885,Zwigato,"Kapil Sharma, Shahana Goswami | Nandita Das",Drama,7.3,2949395,1,Movie,2,हिन्दी
1886,Lover,Ronak Joshi | Hindi Dubbed | Latest Punjabi Movie,Love Story,6.9,5043770,1,Movie,2,हिन्दी
1887,Am I Next,"The family of a 14-year-old girl, Honey, undergo a long and strenuous court battle in order to gain the right to terminate her pregnancy caused by rape.",Crime,5.8,480008,1,Movie,2,हिन्दी
1888,Veera Simha Reddy,"Nandamuri Balakrishna in a dual role along with Shruti Haasan, Varalaxmi Sarathkumar, Honey Rose, and Duniya Vijay.","Action, Drama",5.0,14359746,1,Movie,2,हिन्दी
1890,Fall,"Two best friends Becky and Hunter decide to climb a 2000-foot-tall, abandoned tower. Soon, they find themselves stranded on it after the corroded ladder breaks.","Drama, Thriller, Popular",6.4,120280,1,Movie,1,English
1891,Salaam Venky,Kajol | Vishal Jethwa | Aamir Khan | Revathy,Drama,6.6,10840761,1,Movie,2,हिन्दी
1892,She Said,Lola Petticrew · Katherine Laheen · Zoe Kazan · Carey Mulligan · Emma O'Connor · Tom Pelphrey · Dalya Knapp · Emery Ellis Harper.,"Drama, Thriller",7.2,12695231,1,Movie,1,English
1893,We Have a Ghost,"The discovery that their house is haunted by a ghost named Ernest makes Kevin's family a social media sensation. But when Kevin and Ernest get to the bottom of the mystery of Ernest's past, they become targets of the CIA.","Comedy, Drama, Adventure, Fantasy",6.1,94047,1,Movie,1,English
1894,Rabia & Olivia,"great story, very well made and  all the characters looks just real.","Drama, Family",6.9,8369,1,Movie,2,हिन्दी
1895,Oh! Baby,"Samantha Akkineni, Naga Shaurya | Nandini Reddy |","Comedy, Drama, Fantasy",7.4,135120,1,Movie,2,हिन्दी
1896,Middle Class Love,"Prit K, Kavya T, Eisha S | Ratnaa S | Anubhav S | Himesh R |","Comedy, Drama, Romance",6.0,10766938,1,Movie,2,हिन्दी
1897,The Strays,A light-skinned Black woman's meticulously crafted life of privilege starts to unravel when two strangers show up in her quaint suburban town.,"Drama, Thriller",4.8,12993,1,Movie,1,English
1898,Gold,NAYANTHARA | PRITHVIRAJ SUKUMARAN |,"Comedy, Drama, Romance",4.6,32953,1,Movie,2,हिन्दी
1899,Satarcha Salman,"Hemant Dhome | Suyog G, Sayali S, Shivani S, Akshay T",Family,8.4,76794,1,Movie,14,मराठी
1900,નાયિકા દેવી : ધ વોરિયર ક્વીન,Nayika Devi: The Warrior Queen is a 2022 Gujarati historical drama film.,"Drama, History, Biography",7.3,213,1,Movie,3,ગુજરાતી
1901,હેલ્લો,"Hello... Jayesh More, Darshan Pandya","Drama, Thriller",8.6,22483,1,Movie,3,ગુજરાતી
1902,"Kanjoos Majnu, Kharchili Laila","Rajiv Thakur, Sehar Shehnaz, Nirmal Rishi and Brijendra Kala","Comedy, Drama",4.8,74983,1,Movie,2,हिन्दी
1903,Rana Naidu,Season :-01 Episodes :- 01-10,"Action, Drama, Crime",7.2,34136135,0,Series/TV Show,2,हिन्दी
1905,Varisu,"Thalapathy Vijay, Rashmika Mandanna, Vamshi Paidipally |","Action, Comedy, Drama",6.0,11509098,1,Movie,2,हिन्दी
1906,InCar,"Harsh Warrdhan, starring Ritika Singh, Manish Jhanjholia and Richie Sandeep Goyat.","Drama, Thriller",8.0,453680,1,Movie,2,हिन्दी
1908,Alone,A kidnapped widow is pursued by a cold-blooded killer after she escapes from his remote cabin in the Pacific Northwest.,"Drama, Thriller",6.2,74052,1,Movie,2,हिन्दी
1910,Vadhandhi: The Fable of Velonie,Season:- 01  Episodes :- 01-08,"Drama, Mystery, Sci-fi, Crime",8.1,8702782,0,Series/TV Show,1,English
1912,Vaalvi,"Paresh M|Swwapnil J, Subodh B, Anita D, Shivani S|","Comedy, Drama, Thriller",8.3,3227023,1,Movie,14,मराठी
1913,M3GAN,"M3GAN is a marvel of artificial intelligence, a lifelike doll that's programmed to be a child's greatest companion and a parent's greatest ally.","Horror, Thriller, Sci-fi",6.4,98867,1,Movie,1,English
1916,Rafta Rafta,Season:- 01  Episodes :- 01-07,"Comedy, Romance",7.5,17294772,0,Series/TV Show,2,हिन्दी
1917,Taaza Khabar,Season:- 01  Episodes :- 01-07,"Action, Comedy, Drama",8.2,4121452,0,Series/TV Show,2,हिन्दी
1918,Die Hart,"Kevin Hart, John Travolta, Nathalie Emmanuel","Action, Comedy",5.3,85723,1,Movie,1,English
1919,Cirkus,Ranveer Singh | Rohit Shetty |,"Comedy, Drama",4.8,93422,1,Movie,2,हिन्दी
1921,Avatar 2: The Way of Water,Jake Sully and Ney'tiri have formed a family and are doing everything to stay together.,"Action, Sci-fi, Fantasy",7.7,16321669,1,Movie,1,English
1922,Chidiakhana,Ritvik Sahore & Avneet Kaur | Manish Tiwary,"Drama, Sport",9.7,642248,1,Movie,2,हिन्दी
1923,Before You Die,A cancer patient and her family handle the crisis and trauma of her diagnosis.,Drama,8.6,27370,1,Movie,2,हिन्दी
1924,The Seed,"What starts out as a weekend away in a remote luxury villa, turns into a tale of horror, death and alien invasion.","Comedy, Horror, Sci-fi",4.8,272942,1,Movie,1,English
1927,The Age of Innocence,"Newland Archer is a lawyer who is happily engaged to May. However, his life turns upside down when he meets and falls in love with May's scandalous cousin, Ellen.","Drama, Romance",7.2,118082,1,Movie,1,English
1928,The love witch,"a beautiful young witch, is determined to find a man to love her. In her gothic Victorian apartment she makes spells and potions, then picks up men and seduces them. However, her spells work too well, and she ends up with a string of hapless victims. When she at last meets the man of her dreams, her desperation to be loved drives her to the brink of insanity and murder.","Thriller, Sci-fi, Romance",6.2,205527,1,Movie,1,English
1930,Holidate,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.","Comedy, Drama, Romance",6.1,3157191,1,Movie,1,English
1931,The Hating Game,"Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.","Comedy, Drama, Romance",6.2,1483604,1,Movie,1,English
1932,Lust Stories,"Four stories that shed light on modern relationships from the viewpoint of the Indian woman, from strained marriages to sexual hiccups.","Drama, Love Story, Romance",6.4,3203895,1,Movie,2,हिन्दी
1933,Bumblebee,"During the Cybertron Civil War, Optimus Prime sends Autobot scout B-127 to Earth to form a base where they can regroup. Later, the scout befriends a girl named Charlie, who names him Bumblebee.","Action, Sci-fi",6.7,1209659,1,Movie,1,English
1934,Hua Mulan,A girl disguises as a male warrior and joins the imperial army in order to prevent her sick father from being forced to enlist as he has no male heir.,"Action, Adventure",5.8,10371,1,Movie,1,English
1936,Blue Lagoon: The Awakening,"Emmaline and Dean, two teenagers from opposite cliques, must learn to survive sans technology or modern amenities after they accidentally drift off to a remote island in the Caribbean.","Drama, Romance",5.3,5339011,1,Movie,1,English
1937,Love at First Kiss,"Javier can see the future, and he finally knows who the love of his life is. There's just one problem: it's his best friend's girlfriend.","Drama, Love Story, Romance",5.7,29261,1,Movie,1,English
1938,Next Gen,A rebellious girl and a runaway combat robot unite to stop a madman's technological plan for world domination.,"Adventure, Sci-fi",6.6,26002,1,Movie,1,English
1939,Stardust,"Tristan promises Victoria to get a star from the magical kingdom of Stormhold that exists beyond the Wall. Trying to keep his promise, Tristan ends up having an adventure that changes his life.","Adventure, Fantasy",7.6,46659,1,Movie,1,English
1940,The Furies,"Kidnapped and afraid, a woman finds herself fighting to stay alive as an unwilling participant in a deadly game where women are hunted by masked men.","Action, Horror, Thriller, Sci-fi",5.4,1257540,1,Movie,1,English
1942,Eragon,"Eragon, a farm boy, stumbles upon a dragon's egg. He befriends the dragon cub and rides it only to realise that he is destined to be a dragon rider who must save his people from an evil king.","Drama, Adventure, Fantasy",5.1,65118,1,Movie,1,English
1943,Machete,"Jessica Alba, Charlie Sheen","Action, Crime",6.6,2596372,1,Movie,1,English
1944,Priest,"A veteran warrior, Priest, breaks his sacred vows to hunt down the blood-thirsty vampires who kidnapped his niece. His niece's boyfriend, Hick, and Priestess, a former warrior, join him in the quest.","Action, Drama, Horror",5.7,47654,1,Movie,1,English
1946,Portrait of a Lady on Fire,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.","Drama, Romance, History",8.1,3941997,1,Movie,1,English
1949,Taboo,Taboo,"Action, Drama",8.3,2917606,1,Movie,1,English
1952,Muskaan,"Aftab Shivdasani, Gracy Singh,Bhushan K","Drama, Love Story, Romance, Family",4.5,10087843,1,Movie,2,हिन्दी
1959,Deewaar (2004),"Amitabh Bachchan, Sanjay Dutt, Akshaye Khanna","Action, Drama, War, Thriller, Crime, Political, History",8.0,10127441,1,Movie,2,हिन्दी
1960,She's the Man,"When Viola's football team is dissolved and she is not allowed to play on the boy's team either, she disguises herself as her twin brother and participates in the tournament.","Comedy, Drama, Romance",6.3,2885861,1,Movie,1,English
1961,AGENT VINOD,"Saif Ali Khan, Kareena Kapoor","Action, Drama, Thriller, Political",5.2,7321108,1,Movie,2,हिन्दी
1963,Dum (2003),"Vivek Oberoi ,Diya Mirza","Action, Drama, Love Story, Thriller, Crime, Romance, Family",5.7,5279371,1,Movie,2,हिन्दी
1965,Girls Gone Dead,Six former cheerleaders on their first spring break from college are stalked by a savage killer with a medieval war hammer and a battle axe.,"Comedy, Horror",3.5,8757,1,Movie,1,English
1966,Burying the Ex,"Max, a young man, starts dating Evelyn, but she soon dies in an accident. Things take a dark turn when she comes back as a zombie and find out that Max has moved on with Olivia.","Comedy, Horror, Thriller",5.4,30704,1,Movie,1,English
1967,Return to Sender,A traumatized nurse (Rosamund Pike) hatches an elaborate revenge scheme against the man (Shiloh Fernandez) who raped her on a blind date.,"Action, Drama, Thriller",5.1,1316952,1,Movie,1,English
1968,Jolt,A bouncer with an anger management problem goes on a furious and resentful rampage after the murder of a friend.,"Action, Comedy, Drama, Thriller",5.6,328898,1,Movie,1,English
1969,The Golden Compass,"Lyra Belacqua is a young orphan who journeys to the far North, accompanied by Gyptians and an armoured bear. She is on a mission to rescue her best friend and other kidnapped children.","Adventure, Fantasy",6.1,521227,1,Movie,1,English
1970,Yakuza Princess,The heiress to half of the Yakuza crime syndicate forges an uneasy alliance with an amnesiac stranger who believes an ancient sword binds their two fates. She must unleash war against the other half of the syndicate who wants her dead.,"Action, Thriller, Crime",4.7,685268,1,Movie,1,English
1971,Time Warrior,Two teenage boys play a pirated video game and become recruits in the Lord of War's army.,"Action, Thriller, Sci-fi",2.6,204083,1,Movie,1,English
1972,The Last Kingdom: Seven Kings Must Die,"Following the death of King Edward, invaders and rival heirs do battle for the crown. Uthred and his comrades strive to form a united England.","Action, Drama, History",6.9,450138,1,Movie,1,English
1974,Your Highness,"Prince Fabious tackles a series of challenges as he sets out to rescue his kidnapped fiancee with the help of his good-for-nothing younger brother, Thadeous.","Adventure, Sci-fi, Fantasy",5.5,229837,1,Movie,1,English
