id,title,description,genres,imdb_rating,views,ismovie
9265,Devils,수년 전 자신의 파트너를 살해한 연쇄살인범을 형사가 추적하면서 둘은 사고를 당하게 된다. 병원에서 깨어난 형사는 자신이 살인자와 몸이 바뀌었다는 사실을 깨닫는다.,"Action, Thriller",5.8,136490,1
9266,A Writer's Odyssey,管宁必须杀死作家卢孔文才能解救被绑架的女儿。他殊不知，卢孔文的最新小说走进了生活，影响了现实。,"Action, Fantasy",6.2,1930613,1
9267,Anatomy of a Fall,Une femme est soupçonnée du meurtre de son mari et leur fils aveugle est confronté à un dilemme moral en tant que seul témoin.,"Thriller, Crime",7.7,1568360,1
9268,The Boys in the Boat,"During the height of the Great Depression, members of the rowing team at the University of Washington get thrust into the spotlight as they compete for gold at the 1936 Olympics in Berlin.","Drama, Sport",7.0,11279792,1
9270,The Heartbreak Agency,"When a skeptical journalist reluctantly enters heartbreak therapy for an article, he ends up opening his heart to his charming therapist.","Comedy, Romance",5.3,39868,1
9271,Kill Me If You Dare,A winning lottery ticket has grave consequences for a married couple when they start hatching plans to kill each other for the prize money.,"Comedy, Romance",4.6,77806,1
9272,Final Summer,"In the aftermath of a summer camp tragedy, camp counsellors find themselves fighting for their lives against a masked killer.",Horror,3.4,32316,1
9273,Five Blind Dates,"Lia, a tea shop owner, is gifted a prophecy that says she will meet her soul mate in five dates and he will help her save her grandmother's tea shop.","Comedy, Romance",5.0,2411540,1
9274,Robert And The Toymaker,"The Nazis set their eyes on a toymaker's mystical book, which can breathe life into inanimate objects. However, when they steal it from him, he gives life to his dolls to exact revenge against them.",Horror,3.3,1199,1
9275,ৰক্তবীজ,Raktabeez... ৰবিয়ে বছৰাক লগ পায় আৰু তাইৰ প্ৰেমত পৰে। কিন্তু তেওঁৰ জীৱনটো হঠাৎ অপৰাধ আৰু হিংসাৰ অন্ধকাৰ জগতখনৰ লগত জড়িত হৈ পৰে,"Action, Drama",5.8,3050,1
9276,ঘৰ সংসাৰ,"Ghar Sansar... ""তাৰকা অভিনেতা : যতীন বৰ, গীতাৱলী ৰাজকুমাৰী, সৌৰভ হাজৰিকা পৰিচালক: ৰাজেশ ভূঞা""",Romance,6.5,764175,1
9277,ৰত্নাকৰ,"Ratnakar... জয়ন্ত আৰু তেওঁৰ কন্যা দুবড়ীয়ে শান্তিপূৰ্ণ জীৱন কটায় যেতিয়া তেওঁৰ অতীতৰ এজন ব্যক্তিয়ে তেওঁক অপহৰণ কৰে। পিছলৈ সি তাইক বিপদৰ পৰা বচাবলৈ এসময়ত যিজন মানুহ আছিল, সেইজন হৈ পৰে।","Action, Drama",6.2,45801,1
9278,প্ৰেম কিছিম কিছিম,"Prem Kisim Kisim... ষ্টাৰকাষ্ট : অৰুণ হাজৰিকা, গায়ত্ৰী মহন্ত, শ্যামন্টিকা শৰ্মা, চেতনা দাস, জ্যোতি ভূঞা, পবিত্ৰ বৰুৱা পৰিচালক : ৰাজেশ ভূঞা",Comedy,5.2,859567,1
9279,কোঁৱৰপুৰাৰ কোঁৱৰ,"Konwarpurar Konwar... ৰাজেশ ভূঞাই পৰিচালনা কৰা এই ছবিখনত নয়ন নিলিমৰ উপৰিও অভিষেক ঘটোৱা তাপসী, অমৃতা গগৈ, হিৰণ্য ডেকা, সৌৰভ হাজৰিকা, জুয়ান দত্ত, ৰিনা বৰা, সিদ্ধাৰ্থ শৰ্মা আদিয়ে অভিনয় কৰিব।","Action, Comedy, Romance",7.0,1213620,1
9280,ৰাফ এণ্ড টাফ,Ruff & Tuff... নিৰ্দেশক। মণি সিনহা; লেখক। মণি সিনহা; তাৰকা। গুঞ্জন ভৰদ্বাজ · গাৰ্গ্য খৃষ্টি,Drama,6.9,126523,1
9281,দিছপুৰোট গাভৰু,"Dispurot Gabhoru... দিছপুৰত গাভৰু হৈছে এখন অসমীয়া চিনেমা, য'ত পৰী প্ৰিয়া আহমেদ, জেফ্ৰি বাক্ষী, হিৰণ্য দাস, জোনালী দেৱী, ৰিমজিম শৰ্মা, আৰু সাজু আহমেদে বিশিষ্ট চৰিত্ৰত অভিনয় কৰিছে। ইয়াৰ পৰিচালনা কৰিছে এ.এম. ৰহমান।","Action, Comedy",7.6,393356,1
9282,ৰানংগন,"Ranangan... অভয়ে, এজন যুৱকে সদায় অন্যায়ৰ বিৰুদ্ধে মাত মাতিছে। যেতিয়া তেওঁ এগৰাকী ছোৱালীৰ সন্মুখীন হয়, যিয়ে তাইৰ কুটিল ককাকৰ পৰিকল্পনাত মাক-দেউতাকক হেৰুৱাইছিল, তেতিয়া তেওঁ তাইক সহায় কৰাৰ সিদ্ধান্ত লয়।","Action, Drama",6.8,208328,1
9296,Tô Ryca 2,"Selminha is back. Now she is Ryca (Rich), paying top dollar for everything she needs and wants. The problem is that a poor person's happiness is brief. A namesake heir appears claiming that she is the legitimate inheritor. Selminha's assets are frozen and her only source of income is what the courts have stipulated until they resolve the case: a minimum wage salary of R$30 per day. However, Selminha has already forgotten how to live the hardship, bankruptcy and disgrace of poverty. And worst, she is the patron of the Quintino community, and with her financial difficulties the community also feels the squeeze. Selminha is a warrior, fighter, and a Brazilian that never gives up, who rises up not only to fix her life but that of all those she loves.",Comedy,5.4,27601,1
9318,Masha e o Urso,"Um urso de circo reformado decide viver uma vida tranquila na floresta. No entanto, quando Masha, uma jovem alegre, entra na floresta, a sua vida tranquila é interrompida.","Comedy, Adventure",7.4,65796664,1
9319,Nueva York Bajo el Terror de los Zombies,"ZOMBIES 2, A Nueva York llega un barco sin rumbo, cuando llega la policía descubren que en el interior del barco se alberga un zombie. A partir de ese momento la hija del dueño del barco, con la ayuda de un periodista, buscará a su padre que se encuentra en una isla plagada de zombies sedientos de carne","Horror, Thriller",5.4,13088,1
9322,La Máscara,"Stanley Ipkiss es un empleado de banca extremadamente amable, pero desgraciadamente es un pusilánime cuando tiene que enfrentarse a alguien. Tras uno de los peores días de su vida, Stanley encuentra una máscara que representa a Loki, un dios de la malicia y la travesura. Cuando se coloca la máscara se convierte en una persona completamente diferente.",Drama,6.9,8243953,1
9323,Ya Veremos,"Un niño hace una lista de lugares para visitar y cosas para ver después de enterarse de que podría perder la vista. Para cumplir sus sueños, sus padres separados acuerdan unirse y llevar a su hijo a un aventurero y alocado viaje de descubrimiento.","Comedy, Romance",5.8,583691,1
9325,A Kid Like Jake,"When Jake, a four-year-old boy, displays gender-nonconforming behaviour, a rift between his parents starts to form as they try hard to process things.","Comedy, Drama",5.6,109452,1
9326,Romeo and Juliet,"The rivalry between Verona's two well-established families, the Capulets and the Montagues, affects the relationship of their children Romeo and Juliet.","Crime, Romance",6.7,12205775,1
9327,Senior Project,"SENIOR PROJECT is an indie comedy written by Jeremy Lin, who was sixteen years old when he wrote the script. It is based on his school experiences, and is about five teenagers who cram a year-long senior project into one last crazy weekend.","Comedy, Drama",4.9,2602689,1
9328,Where is My Home,"Wenya's parents separated when she was two, and after that she lived with her father and stepmother. Her stepmother couldn't stand her and was always arguing with her father. He had little choice—he had to send Wenya to her mother's house, but her mother was fully focused on running her business and didn't have any time to take care of Wenya, so she was often shuttled off to her relatives' and friends' homes to be fostered. After so many years of a life of foster care, young Wenya felt lonely and helpless, and longed for the warmth of a home. Only when her father and stepmother divorced did she return to her father's side, and from then on had a home, for better or for worse.",Drama,7.1,20904409,1
9329,The Dutchman,"In the 19th century, adventurers, treasure hunters, and soldiers risked their lives searching for a legendary gold mine hidden in the hostile Superstition Mountains of southern Arizona. Guarding the mythical mine are the fierce and bloodthirsty Apache. Among those seeking fortune is Clare Peralta, a descendant of the mine's original discoverers, armed with the infamous map.","Action, Drama",7.1,387553,1
9332,Nosso Lar,"No filme 'Nosso Lar', baseado na obra psicografada por Chico Xavier, acompanhamos a jornada espiritual de André Luiz após sua morte. Ele acorda em uma cidade espiritual chamada Nosso Lar, onde descobre a vida após a morte e aprende lições valiosas sobre amor, perdão e evolução espiritual. Enquanto se ajusta a essa nova realidade, André Luiz enfrenta desafios e encontra mentores que o ajudam em sua jornada de autoconhecimento e redenção. Uma história emocionante que nos faz refletir sobre o sentido da vida e o destino da alma.",Drama,6.4,178894,1
9335,Un Gran Dinosaurio,"""Un Gran Dinosaurio"" es una película de animación. La película está ambientada en un mundo donde el asteroide que causó la extinción de los dinosaurios nunca impactó la Tierra, lo que permitió a los dinosaurios prosperar y evolucionar hacia la era moderna.","Adventure, Family, Animation",6.7,2966823,1
9342,Lucicreide Vai pra Marte,"A casa de Lucidreide vira um inferno após a chegada da sogra, que, despejada, decide morar lá. Abandonada pelo marido Dermirréi e sem condições de conduzir a casa diante dos cinco filhos, ela só tem vontade de ir embora. Sem entender o tamanho de uma viagem espacial, Lucidreide aceita participar de uma missão que levará o primeiro homem ao Planeta Vermelho e é assinada pelo filho de seus chefes, Tavinho.",Comedy,5.2,119499,1
9344,Capitães da Areia,"Uma gangue de crianças abandonadas vive aventuras em Salvador, na Bahia, na década de 1950.","Drama, Adventure",6.3,42032,1
9348,Mãos talentosas,"Dr. Ben Carson, um neurocirurgião criado por mãe solteira e que enfrentou muitas dificuldades na infância, enfrenta o desafio de operar dois gêmeos siameses ligados pelo crânio.",Drama,7.5,827656,1
9350,Bairro,A polícia tenta deter um bando de criminosos responsáveis ​​por vários assaltos em Lisboa.,"Action, Drama, Crime",5.4,52923,1
9352,7 Pecados Rurais,"Quim, Zé e os seus dois primos encontram-se subitamente no céu durante uma viagem a Lisboa. Eles então encontram Deus, que lhes oferece uma segunda chance somente se resistirem aos sete pecados capitais.",Comedy,5.6,57781,1
9353,Virgem Margarida,"Virgem Margarida é um filme de drama português de 2012 dirigido pelo realizador moçambicano Licínio Azevedo e co-produzido por Jacques Bidou, Pandora da Cunha Telles, Marianne Dumoulin, Pablo Iraola e Pedro Pimenta. O filme é estrelado por Sumeia Maculuva com Hermelinda Cimela, Iva Mugalela e Rosa Mario em papéis coadjuvantes.",Drama,6.6,56443,1
9355,Besos de Azúcar,"Nacho, un chico de 13 años, intenta encontrar su lugar en la vida en los lugares equivocados.","Comedy, Romance",6.3,2656,1
9363,Sweet Home,"Alicia, una joven agente inmobiliaria, planea una noche de fiesta con su novio Simón, en un edificio antiguo. Sin embargo, su velada se ve amenazada cuando un grupo de asesinos viene a atacarlos.",Horror,5.2,495804,1
9364,Rey Gitano,"Gipsy King es una road movie de comedia española de 2015 escrita y dirigida por Juanma Bajo Ulloa. El reparto está formado por Manuel Manquina, Carra Elejalde, Arthur Valls, María León, Rosa María Sardá, Charo López, Pilar Bardem y Albert Pla.","Action, Comedy",3.6,173146,1
9365,Sólo química,"Cuando se enamora de su ídolo televisivo, una joven inicia un viaje de romance, lujo, fama, éxito y dinero. Cree haber encontrado un final de cuento de hadas, hasta que descubre que la buena química y el amor verdadero no son lo mismo.","Comedy, Romance",5.2,63925,1
9366,Los exiliados románticos,Tres amigos españoles viajan a París para encontrar uniones románticas.,"Drama, Romance",6.2,7378,1
9368,Regresión,"Cuando una adolescente cae presa de un ritual satánico, un detective y un psicoanalista se unen para descubrir pruebas y exponer la secta.","Horror, Mystery",5.6,5191,1
9369,Texas Twister,A small town worker believes he's seeing visions from God in the form of a violent tornado.,"Action, Drama, Crime",3.6,383247,1
9371,The Detonator,"Sonni Griffith, a US secret agent, is tasked with shielding Nadia, the widow of an accountant of the Romanian mafia. But quislings and double agents within the CIA place obstacles in his path.","Action, Thriller",4.7,654103,1
9372,The Gods 2,"Following the gods, Mikey James comes back from hiding to pay old debts, only to be fighting for survival against his old enemy Anthony Fasano, who is awaiting his return.","Action, Thriller, Crime",9.1,421423,1
9373,Goal!,Santiago dreams of playing professional soccer but his father wants him to support the family and earn his livelihood. Santiago must make a choice between the needs of his family and his passion.,"Adventure, Sport",6.7,4480604,1
9374,Immanence,"Radio astronomers discover a mysterious signal in the deep sea that could be contact with extraterrestrials. After several terrifying manifestations threaten their beliefs, the team must fight to survive the ultimate evil.","Horror, Mystery, Thriller",3.7,375644,1
9375,The Attic Door,"Left alone on the family farm in the Old West, a young brother and sister struggle to survive -- until something in the attic awakens.","Thriller, Western",6.4,378199,1
9381,FIGHTS BREAK SPHERE,蕭炎是個天才兒童，突然失去了所有的力量。在強權統治的世界裡，蕭炎的天賦不足，是他家族的恥辱。,"Action, Drama",8.2,972257,1
9385,I CAN DO BAD ALL BY MYSELF - TYLER PERRY,"When Madea, Americas favorite pistol-packing grandma, catches sixteen-year-old Jennifer and her two younger brothers looting her home, she decides to take matters into her own hands and delivers the young delinquents to the only relative they have: their aunt April. A heavy-drinking nightclub singer who lives off of Raymond, her married boyfriend, April wants nothing to do with the kids. But her attitude begins to change when Sandino, a handsome Mexican immigrant looking for work, moves into Aprils basement room. Making amends for his own troubled past, Sandino challenges April to open her heart. And April soon realizes she must make the biggest choice of her life: between her old ways with Raymond and the new possibilities of family, faithand even true love. Coming to theaters September 11th, 2009!","Comedy, Romance",4.7,3714,1
9399,Monsieur Batignole,Le futur gendre d'Edmond Batignole arrête une famille juive dont le plus jeune fils parvient à s'enfuir et est ensuite rejoint par ses cousins. Batignole les plaint et décide de les faire passer clandestinement en Suisse.,"Comedy, War",7.0,91049,1
9400,Quelque Chose A Change,"Le conseil d'administration a mis Louis-Régis, PDG d'une grande entreprise, dans une situation difficile. Son chauffeur l'emmène à la campagne pour changer lorsqu'il croise son ex-femme dans une auberge.",Comedy,5.8,2045,1
9402,"Paris, Je T'aime","Un film d'anthologie qui dépeint le concept de l'amour dans le quartier de Paris, où les gens vivent l'amour, le chagrin et le désespoir.","Comedy, Romance",7.2,127843,1
9408,1000 Mexikaner,"Lukas und Adam sind beste Freunde und Mitbewohner im Hamburger Rotlichtviertel; Luke, klug und kreativ, ist auf dem besten Weg, in einer Werbeagentur Karriere zu machen; Adam, ein charmanter Hitzkopf, versucht vergeblich, die Filmindustrie in den Griff zu bekommen.",Comedy,5.1,54472,1
9425,Happy Few,"Afin de s'amuser, deux couples échangent leurs partenaires. Au début, tout fonctionne bien, mais peu à peu, leur relation se détériore.","Drama, Romance",5.6,33994,1
9426,Edelweisspiraten,"Eine Gruppe junger deutscher Arbeiter, die sich Edelweißpiraten nennen, plant Sabotageakte gegen das Nazi-Regime im Deutschland des Zweiten Weltkriegs. Während die Gestapo die Gruppe verfolgt, müssen sie sich zwischen Loyalität und Überleben entscheiden.","Drama, War",6.1,126549,1
9427,Kästner und der kleine Dienstag,"Der Schriftsteller Erich Kästner findet Inspiration, als er sich mit seinem siebenjährigen Fan Hans anfreundet, doch angesichts des Aufstiegs des Nationalsozialismus muss er den Kontakt zu dem Jungen abbrechen. Als sich die beiden jedoch Jahre später wiedersehen, wird ihre Freundschaft auf eine harte Probe gestellt.","Drama, History",7.4,5553,1
9428,Fritz Lang,"Fritz Lang wuchs mit einem misshandelnden Vater auf und diente im Ersten Weltkrieg. Er nutzt seine gewalttätige Vergangenheit als Inspirationsquelle für die Regie von „M“, einem Tonfilm über einen Serienmörder.","Thriller, Crime",6.3,2510,1
9429,Pataakha,"पटाखा: बड़की और छुटकी दो बहनें हैं जो हमेशा एक दूसरे से झगड़ती रहती हैं। हालाँकि, जब वे शादी करते हैं, तो वे एक-दूसरे के महत्व को समझते हैं और एक मजबूत बंधन बनाते हैं।","Action, Comedy",7.2,1204551,1
9432,MISSION 118,"Kalyan Ram, Nivetha Thomas, Shalini Pandey, Nassar, Gagan Vihari","Action, Drama, Love Story, Thriller",6.4,1104073,1
9433,ماكس وعنتر,Max w Antar... بناء على المراجعة. ماكس (إيلي متري)، رجل لبناني ثري يعمل في الولايات المتحدة الأمريكية وحقق إنجازات كبيرة في سوق الأوراق المالية في وول ستريت، وجد نفسه مفلسًا ومتشردًا مع كلبه المدلل (عنتر). لقد عاد الآن إلى بيروت بعد أن أصبح فقيراً وعاطلاً عن العمل.,"Action, Comedy",5.9,71615,1
9434,يوم إيه يوم لا,Yom Eh Yom La2... مع اقتراب يوم زفافها، يتزايد خوف سحر من الزواج بسبب ارتفاع معدلات الطلاق التي تشهدها. وللهروب من هذه النهاية المدمرة، تتفق مع خطيبها المحافظ شفيق على التناوب بين الزواج وفك رباطهما.,Comedy,5.8,6448,1
9436,Kalki 2898 AD,कहा जाता है कि हिंदू भगवान विष्णु का एक आधुनिक अवतार दुनिया को बुरी ताकतों से बचाने के लिए पृथ्वी पर अवतरित हुआ था।,"Action, Sci-fi",7.8,51582181,1
9437,Ishq Vishk Rebound,"इश्क विश्क रिबाउंड: यह चार युवाओं के जीवन पर आधारित है जो दोस्ती, प्यार और आत्म-खोज के जाल में फंस जाते हैं।","Drama, Romance",6.9,18212783,1
9438,Chandu Champion,चंदू चैंपियन: यह फिल्म एक ऐसे एथलीट की असाधारण कहानी पर आधारित है जिसने कभी हार नहीं मानी।,"Action, Sport",8.3,44090306,1
9439,Unwoman,"अनवूमन एक हिंदी भाषा की ड्रामा फिल्म है, जो हैशटैग फिल्म्स एलएलपी के बैनर तले गुंजन गोयल द्वारा निर्मित है। फिल्म को प्रेम, सामाजिक मुद्दे, LGBTQ+ और नाटक की शैली के अंतर्गत वर्गीकृत किया गया है। फिल्म का पहले नाम सांवरी था।",Drama,8.3,185340,1
9440,Praise This,A young woman with dreams of being a superstar joins an underdog Atlanta praise-team choir in the lead up to the national competition.,"Comedy, Musical",5.7,597825,1
9441,Honk for Jesus. Save Your Soul.,"Proud first lady of a Southern Baptist megachurch, Trinitie Childs carries immense responsibility on her shoulders. After a scandal involving her husband, the church is forced to temporarily close, leaving Trinitie struggling to manage the aftermath. Now, she and her spouse must rebuild their congregation and reconcile their faith by all means necessary to make the biggest comeback that commodified religion has ever seen.",Comedy,5.3,8838094,1
9442,La Soga 3: Vengeance,"Un asesino a sueldo regresa a su tierra natal en busca de venganza, sólo para descubrir una red de caos, corrupción y un prodigio inesperado.","Action, Drama, Crime",7.7,7919,1
9443,Do Aur Do Pyaar,"दो और दो प्यार: अलगाव के कगार पर, एक अंतरंग रात ने अनी और काव्या के लंबे समय से खोए हुए रोमांस को फिर से जगा दिया, अब वे अपने गुप्त प्रेम संबंधों को सुलझाने के लिए मजबूर हैं।","Comedy, Romance",6.3,16914293,1
9449,Hatya,"Starring: Vijay Antony, Ritika Singh, Meenakshi Chaudhary, Radikaa Sarathkumar, Murli Sharma, Siddhartha Shankar, Kishore Kumar, John Vijay, Arjun Chidambaram & Samkit Bohra.  Written & Directed by: Balaji K Kumar ","Action, Thriller",5.2,25175671,1
9450,Tadeo Jones 3: La Tabla Esmeralda,"Tad descubre un sarcófago poco común, pero accidentalmente desata un antiguo hechizo que pone en peligro las vidas de sus amigos. En su intento de hacer las paces, emprende una aventura que lo llevará a los rincones más lejanos del mundo.","Adventure, Family, Animation",6.0,1021441,1
9451,Beverly Hills Cop: Axel F,"After his daughter's life is threatened, wisecracking Detective Axel Foley teams up with a new partner and some old pals to turn up the heat on a conspiracy.","Action, Comedy",6.6,9289548,1
9452,Down the Rabbit Hole,"Raised in opulence and culture, 10-year-old Tochtli's lavish life contrasts with the darkness that seeps from his father's criminal activities.","Comedy, Drama",5.5,30437,1
9453,Pared con pared,"Valentina es una pianista que se prepara para una audición. David es un inventor de juegos que sólo puede concentrarse en completo silencio. Separados por una pared delgada como el papel, se esfuerzan por vivir en armonía unos con otros.","Comedy, Romance",5.9,594360,1
9455,The Lego Movie,"In a world made entirely of Lego bricks and pieces, an ordinary construction worker is chosen by a resistance movement to overthrow an evil, micromanaging businessman.","Comedy, Family, Animation",7.7,35306783,1
9456,Real Steel,"Charlie, a prize fighter, loses his chance to win the title when humans are replaced by heavy, towering robots in the boxing ring. After failing badly, he teams up with his estranged son Max to win.","Action, Sci-fi",7.1,989769,1
9457,Cold Meat,"David Petersen is passing through the Colorado Rockies during a blizzard. One false move behind the wheel has him waking up inside a ravine, in the eye of the storm. But the cold is the least of his worries when a beast starts prowling outside.",Horror,5.3,154269,1
9461,Getúlio,"Depois de ser reeleito por voto direto, o presidente brasileiro Getulio Vargas cometeu suicídio em meio a graves crises envolvendo corrupção e traição, gerando protestos.","Drama, Thriller",6.7,12366,1
9462,Os Gatos Não Têm Vertigens,"Rosa vive na solidão após a morte do marido, até encontrar Jo, um jovem de 18 anos, dormindo em seu telhado. Ela descobre que Jo foi expulso de casa por seu pai alcoólatra e decide colocá-lo sob sua proteção.","Comedy, Drama",7.3,3816,1
9463,Mau Mau Maria,Três irmãos tentam desesperadamente encontrar as mulheres de suas vidas para realizar o desejo do pai e proteger o futuro como herdeiros da família.,"Comedy, Romance",5.5,5988,1
9464,Virados do Avesso,"John, um escritor famoso que está passando por um bloqueio criativo, desenvolve amnésia. Enquanto luta com suas memórias e identidade, ele se afasta e faz experiências com sua carreira.","Comedy, Love Story, Romance",4.1,22921,1
9465,Carlos do Carmo: Um Homem no Mundo,"Sobre o maior fadista masculino de todos os tempos, Carlos do Carmo. Uma homenagem a Lisboa e a Portugal mas também ao mundo para onde Do Carmo leva a sua arte depois de 50 anos.",Documentary,7.9,710,1
9466,Raquel 1:1,"Raquel é uma adolescente que se muda com o pai para uma pequena cidade em busca de uma nova vida. Durante seus primeiros dias lá, ela acredita que recebeu uma missão importante e controversa relacionada à Bíblia.","Mystery, Thriller",6.2,9095,1
9467,A Simple Favor,"Stephanie, a single mother, along with Sean, Emily's husband, set out to unravel the mystery behind Emily's disappearance. However, they counter secrets much more than what they bargained for.","Comedy, Thriller",6.8,17076462,1
9468,Security,"Eddie, a former marine captain who works as a security guard in a mall, must protect Jamie, an eleven-year-old girl, from a gang that wants to kill her.","Action, Thriller",5.7,4148957,1
9469,Ice Age: Collision Course,"Scrat accidentally sets off an asteroid to Earth while trying to get his acorn. However, Manny, Sid and Diego must join forces with Buck to prevent the asteroid from wiping out their existence.","Adventure, Family, Animation",5.7,7634562,1
9470,Arthur the King,"Desperate for one last chance to win, Michael Light convinces a sponsor to back him and a team of athletes for the Adventure Racing World Championship in the Dominican Republic. As the team gets pushed to the outer limits of endurance, a dog named Arthur comes along for the ride, redefining what victory, loyalty and friendship truly means.","Adventure, Family",7.0,11181007,1
9471,Eu Sou o Número Quatro,"John, um alienígena, se refugia na Terra junto com seu guardião Henri. Tudo muda quando ele descobre suas poderosas habilidades, desenvolve uma conexão com outros de sua espécie e encontra o amor.","Action, Sci-fi",6.1,1101253,1
9472,Civil War,"In a dystopian future America, a team of military-embedded journalists races against time to reach Washington, D.C., before rebel factions descend upon the White House.","Action, War",7.2,11274542,1
9473,Ghostbusters: Frozen Empire,"The Spengler family returns to the iconic New York City firehouse where the original Ghostbusters have taken ghost-busting to the next level. When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must unite to protect their home and save the world from a second ice age.","Comedy, Fantasy",6.1,22907303,1
9475,Vulcania,"Vulcania is a 2015 dystopian drama film directed by José Skaf from a screenplay by Diego Soto which stars Miquel Fernández and Aura Garrido alongside Ginés García Millán, José Sacristán, Ana Wagener, Silvia Abril, Jaime Olías, and Rubén Ochandiano.",Thriller,4.7,81297,1
9476,¡Ni te me acerques!,Juan decide trabajar como guardia en un hotel balneario con el fin de inspirarse para escribir una novela histórica. Lo que parecía un simple trabajo temporal se complica debido al confinamiento provocado por el coronavirus.,"Comedy, Romance",4.5,293890,1
9477,Atraidas por la Noche,"Mientras investiga la desaparición de varias chicas de secundaria, una policía encubierta que se hace pasar por una estudiante se encuentra luchando por su vida.",Thriller,3.8,4876228,1
9478,Las Caras del Diablo,"Pedro Ramírez, un subinspector, persigue implacablemente un caso sin resolver de tres años de un menor cuando le informan sobre el secuestro de su hija, Sarah, en circunstancias similares.","Action, Thriller",6.4,259410,1
9480,Tueurs,"Frank Valken, un criminel à la retraite, doit se battre pour son intégrité et prouver son innocence après avoir été arrêté et accusé à tort du meurtre d'un magistrat qui enquêtait sur une affaire importante.","Action, Thriller",6.1,28570,1
9481,Kirikou et les hommes et les femmes,"En souvenir de son grand-père qui aidait les nécessiteux, Kirikou entreprend un voyage pour résister à la générosité de son grand-père.","Adventure, Family, Animation",6.5,9806,1
9482,Kavacha,"Jayarama, who is visually challenged",Action,7.0,326989,1
9483,Ronal the Barbarian,A group of brawny barbarian warrior,"Comedy, Adventure",7.0,333615,1
9484,Remo,"SK, an aspiring actor, falls in love with Kavya","Comedy, Love Story, Fantasy",6.0,214015,1
9485,Yamadonga,Directed by S.S. Rajamouli,"Action, Comedy, War",7.0,413304,1
9486,Stalingrad (1993),"""Stalingrad"" ist ein epischer Rückblick auf die Schlacht, die den Verlauf des Zweiten Weltkriegs entscheidend beeinflusste. Eine Gruppe entschlossener russischer Soldaten kämpft gegen eine gnadenlose deutsche Armee um die Verteidigung eines strategischen Gebäudes in ihrer zerstörten Stadt und knüpft dabei eine tiefe Verbindung zu zwei russischen Frauen, die dort gelebt haben. In IMAX 3D präsentiert, steht das Ausmaß der Schlacht in dramatischem Kontrast zum menschlichen Drama der russischen Soldaten, der wenigen verbliebenen Zivilisten und ihrer Invasoren in Stalingrad.","Action, War",7.5,1457125,1
9489,Kaithi,"दिल्ली, एक पूर्व अपराधी, जेल से छूटने के बाद पहली बार अपनी बेटी से मिलने का प्रयास करता है। हालाँकि, इंस्पेक्टर बेजॉय द्वारा नियोजित ड्रग छापे के कारण उसके प्रयास बाधित हो जाते हैं।","Action, Thriller",8.4,891052,1
9492,Fighter,"शमशेर पठानिया ने अपने आजीवन सपने को पूरा किया और भारतीय वायु सेना के सदस्य बने। कड़ी चुनौतियों का सामना करते हुए, पैटी को एक सच्चा हीरो बनने के लिए अपनी सीमाओं से ऊपर उठना होगा।",Action,6.4,13039,1
9499,Varkey,Directed & written by Adarsh Venugopalan,Drama,5.0,252004,1
9500,The Icebreaker,Film directed by Nikolay Khomeriki.,Thriller,6.0,329257,1
9501,Jurassic Expedition,"A group of scientists travel to a distant planet to examine its characteristics, only to fight for survival when they meet its native inhabitants.",Action,3.0,1563589,1
9502,Ghajini,"Ghajini is a 2008 Indian Hindi-language action thriller film written and directed by A. R. Murugadoss, jointly produced by Allu Aravind, Tagore Madhu and Madhu Mantena.","Action, Thriller",7.0,10608576,1
9503,Singh Is Bliing,Singh Is Bliing is a 2015 Indian Hindi-language action comedy film directed by Prabhu Deva and produced by Ashvini Yardi under Grazing Goat Pictures,"Action, Comedy",5.0,456928,1
9506,Student Of The Year 2,Student of the Year 2 is a 2019 Indian Hindi-language teen romantic action comedy film directed by Punit Malhotra and produced by Karan Johar's Dharma Productions.,"Action, Comedy, Love Story",2.0,272823,1
9507,Archana 31 Not Out,Directed by Akhil Anilkumar,"Comedy, Drama",6.0,327659,1
9508,Raanjhanaa,Raanjhanaa (transl. Beloved one) is a 2013 Indian Hindi-language romantic drama film directed by Aanand L. Rai and written by Himanshu Sharma.,"Drama, Love Story",8.0,369915,1
9509,Banjo,Directed by Ravi Jadhav and produced by Krishika Lulla,"Action, Drama",5.0,362991,1
9510,BANG BANG!,"Directed by Siddharth Anand and written by Abbas Tyrewala, Sujoy Ghosh","Action, Comedy",6.0,1899271,1
9512,Eine Prinzessin zum Verlieben,"Eine Prinzessin, die ein normales Leben führen möchte, nimmt einen Job in der Botschaft an. Dort lernt sie einen charmanten Gärtner kennen, der sich in sie verliebt, ohne etwas über ihre königliche Herkunft zu wissen.","Comedy, Romance",4.9,88968,1
9513,Reveille,"Im November 1943 werden eine Gruppe amerikanischer Soldaten und ihre verwundeten deutschen Gefangenen gezwungen, sich mit ihrer gegenseitigen Menschlichkeit auseinanderzusetzen, als sie nach einem Gefecht in Mittelitalien gemeinsam in Deckung gehen.","Action, Drama, War",6.3,3764228,1
9514,Die Trapp Familie,"Maria, eine Nonne, wird zum Haus von Baron von Trapp geschickt, um sich um seine widerspenstigen Kinder zu kümmern. Die beiden heiraten bald und führen ein glückliches Leben, bis Baron zum Militärdienst einberufen wird.","Family, Musical",6.5,64890,1
