"1","2","132"
"2","2","133"
"3","2","134"
"4","2","135"
"5","2","138"
"6","2","144"
"7","2","156"
"8","2","157"
"9","2","158"
"10","2","159"
"11","2","163"
"12","2","165"
"13","2","167"
"14","2","175"
"15","2","176"
"16","2","177"
"17","2","181"
"18","2","186"
"19","2","188"
"20","2","194"
"21","2","195"
"22","2","197"
"23","2","200"
"24","2","202"
"25","2","203"
"26","2","205"
"27","2","207"
"28","1","210"
"29","2","213"
"30","25","214"
"31","3","217"
"32","3","218"
"33","25","219"
"34","2","222"
"35","7","224"
"36","15","227"
"37","5","228"
"38","3","229"
"39","1","230"
"40","15","236"
"41","25","237"
"42","2","238"
"43","3","240"
"44","25","245"
"45","2","247"
"46","3","250"
"47","7","254"
"48","25","255"
"49","25","258"
"50","2","260"
"51","2","261"
"52","1","262"
"53","3","263"
"54","7","264"
"55","25","265"
"56","5","269"
"57","2","270"
"58","3","272"
"59","7","273"
"60","25","274"
"61","7","279"
"62","7","280"
"63","7","281"
"64","5","282"
"65","3","284"
"66","25","286"
"67","1","291"
"68","3","292"
"69","25","294"
"70","14","297"
"71","5","308"
"72","3","310"
"73","7","311"
"74","25","312"
"75","3","318"
"76","25","319"
"77","5","323"
"78","7","325"
"79","5","330"
"80","2","333"
"81","5","338"
"82","3","339"
"83","7","340"
"84","3","346"
"85","7","347"
"86","5","352"
"87","1","353"
"88","3","354"
"89","2","360"
"90","5","360"
"91","1","361"
"92","1","379"
"93","5","384"
"94","1","386"
"95","12","391"
"96","15","394"
"97","5","395"
"98","15","398"
"99","2","400"
"100","2","963"
"101","2","964"
"102","2","966"
"103","2","967"
"104","2","968"
"105","2","977"
"106","2","978"
"107","2","983"
"108","2","984"
"109","2","1018"
"110","2","1020"
"111","2","1035"
"112","2","1045"
"113","2","1064"
"114","2","1073"
"115","2","1075"
"116","2","1108"
"117","12","1119"
"118","12","1122"
"119","12","1127"
"120","12","1134"
"121","12","1135"
"122","2","1140"
"123","2","1141"
"124","2","1142"
"125","12","1143"
"126","12","1145"
"127","12","1146"
"128","2","1147"
"129","14","1149"
"130","14","1150"
"131","14","1151"
"132","14","1152"
"133","14","1154"
"134","14","1155"
"135","14","1157"
"136","14","1158"
"137","14","1159"
"138","3","1164"
"139","3","1165"
"140","3","1166"
"141","6","1170"
"142","13","1187"
"143","13","1188"
"144","13","1189"
"145","13","1191"
"146","15","1192"
"147","15","1193"
"148","15","1194"
"149","15","1195"
"150","2","1196"
"151","2","1301"
"152","14","1314"
"153","3","1320"
"154","2","1326"
"155","1","1328"
"156","2","1330"
"157","2","1333"
"158","2","1334"
"159","10","1336"
"160","2","1342"
"161","2","1343"
"162","2","1345"
"163","2","1346"
"164","2","1348"
"165","2","1349"
"166","2","1351"
"167","2","1354"
"168","2","1355"
"169","2","1357"
"171","2","1359"
"172","2","1360"
"173","2","1361"
"174","12","1362"
"175","2","1436"
"176","2","1441"
"177","2","1450"
"178","12","1451"
"179","12","1452"
"180","2","1454"
"181","2","1463"
"182","1","1465"
"183","2","1466"
"184","2","1470"
"185","1","1475"
"186","2","1495"
"187","2","1496"
"188","5","1497"
"189","2","1498"
"190","2","1499"
"191","2","1500"
"192","25","1506"
"193","2","1509"
"194","2","1514"
"195","2","1518"
"196","2","1522"
"197","2","1524"
"198","2","1528"
"199","2","1538"
"200","2","1541"
"201","2","1547"
"202","2","1552"
"203","2","1554"
"204","2","1556"
"205","2","1557"
"206","2","1559"
"207","2","1562"
"208","2","1563"
"209","2","1569"
"210","2","1573"
"211","2","1574"
"212","2","1577"
"213","2","1578"
"214","2","1583"
"215","2","1585"
"216","2","1604"
"217","2","1606"
"218","1","1611"
"219","2","1611"
"220","2","1612"
"221","2","1618"
"222","1","1622"
"223","2","1622"
"224","2","1623"
