id,title,description,genres,imdb_rating,views,ismovie,media_type_name,lang_id,language_name,enhanced_text
2614,Los Secretos De Jonathan Sperry,"Los mejores amigos Dustin, Albert y Mark son niños de doce años que esperan pasar un verano de diversión en 1970. Cuando Dustin corta el césped de Jonathan Sperry, de setenta y cinco años, un hombre al que ha visto en la iglesia, se desarrolla una amistad única. ¡Lo que sucederá el resto de este verano es algo que Dustin y sus amigos nunca olvidarán!","Drama, Family, Popular",6.8,127546,1,Movie,4,Español,"Los Secretos De Jonathan Sperry Los Secretos De Jonathan Sperry Los mejores amigos Dustin, Albert y Mark son niños de doce años que esperan pasar un verano de diversión en 1970. Cuando Dustin corta el césped de Jonathan Sperry, de setenta y cinco años, un hombre al que ha visto en la iglesia, se desarrolla una amistad única.  Lo que sucederá el resto de este verano es algo que Dustin y sus amigos nunca olvidarán! Los mejores amigos Dustin, Albert y Mark son niños de doce años que esperan pasar un verano de diversión en 1970. Cuando Dustin corta el césped de Jonathan Sperry, de setenta y cinco años, un hombre al que ha visto en la iglesia, se desarrolla una amistad única.  Lo que sucederá el resto de este verano es algo que Dustin y sus amigos nunca olvidarán! elements of family Drama Family Popular film with drama, family, popular elements decent watchable content niche independent content feature length movie film cinema movie entertainment content Español language content language 4 entertainment spanish latino hispanic content"
3552,Mi Pobre Angelito,"Home Alone (Mi Pobre Angelito) Eight-year-old Kevin is accidentally left behind when his family leaves for France. At first, he's happy to be in charge; but when thieves try to break into his home, he puts up a fight like no other.","Comedy, Family",7.7,13684438,1,Movie,4,Español,"Mi Pobre Angelito Mi Pobre Angelito Home Alone  Mi Pobre Angelito  Eight-year-old Kevin is accidentally left behind when his family leaves for France. At first, he s happy to be in charge  but when thieves try to break into his home, he puts up a fight like no other. Home Alone  Mi Pobre Angelito  Eight-year-old Kevin is accidentally left behind when his family leaves for France. At first, he s happy to be in charge  but when thieves try to break into his home, he puts up a fight like no other. elements of action elements of drama elements of family Comedy Family film with comedy, family elements very good well received content popular well known content feature length movie film cinema movie entertainment content Español language content language 4 entertainment spanish latino hispanic content regional blockbuster crossover potential"
3666,El hijo del pueblo,"Película mexicana del año 1974 interpretada por el canta- autor y actor Vicente Fernández, dirigida por René Cardona",Comedy,6.7,456325,1,Movie,4,Español,"El hijo del pueblo El hijo del pueblo Película mexicana del año 1974 interpretada por el canta- autor y actor Vicente Fernández, dirigida por René Cardona Película mexicana del año 1974 interpretada por el canta- autor y actor Vicente Fernández, dirigida por René Cardona Comedy film with comedy elements decent watchable content niche independent content feature length movie film cinema movie entertainment content Español language content language 4 entertainment spanish latino hispanic content"
3671,Escuela De Vagabundos,"El vago Luis Alberto llega a la mansión de los Valverde en busca de un teléfono y termina contratado como chófer por doña Emilia, quien tiene la manía de proteger a los vagabundos. Luis Alberto conoce a las hijas del matrimonio: la bella y altiva Susi y la joven y alegre Lala. En poco tiempo, José Antonio se enamora de Susi, quien lo considera un patán... muy atractivo.",Comedy,8.1,838,1,Movie,4,Español,"Escuela De Vagabundos Escuela De Vagabundos El vago Luis Alberto llega a la mansión de los Valverde en busca de un teléfono y termina contratado como chófer por doña Emilia, quien tiene la manía de proteger a los vagabundos. Luis Alberto conoce a las hijas del matrimonio: la bella y altiva Susi y la joven y alegre Lala. En poco tiempo, José Antonio se enamora de Susi, quien lo considera un patán... muy atractivo. El vago Luis Alberto llega a la mansión de los Valverde en busca de un teléfono y termina contratado como chófer por doña Emilia, quien tiene la manía de proteger a los vagabundos. Luis Alberto conoce a las hijas del matrimonio: la bella y altiva Susi y la joven y alegre Lala. En poco tiempo, José Antonio se enamora de Susi, quien lo considera un patán... muy atractivo. Comedy film with comedy elements excellent highly rated content niche independent content feature length movie film cinema movie entertainment content Español language content language 4 entertainment spanish latino hispanic content"
3675,El cuatrero,El tramposo Álvaro y su cómplice Mariana engañan al poderoso ranchero Lázaro robándole una camioneta y un valioso caballo. Un veterinario delata el escondite de los estafadores y Lázaro llega hasta ellos....,"Action, Comedy, Adventure, Popular",6.1,78013,1,Movie,4,Español,"El cuatrero El cuatrero El tramposo Álvaro y su cómplice Mariana engañan al poderoso ranchero Lázaro robándole una camioneta y un valioso caballo. Un veterinario delata el escondite de los estafadores y Lázaro llega hasta ellos.... El tramposo Álvaro y su cómplice Mariana engañan al poderoso ranchero Lázaro robándole una camioneta y un valioso caballo. Un veterinario delata el escondite de los estafadores y Lázaro llega hasta ellos.... Action Comedy Adventure Popular film with action, comedy, adventure, popular elements average rated content niche independent content feature length movie film cinema movie entertainment content Español language content language 4 entertainment spanish latino hispanic content"
3676,"Ni Chana, Ni Juana","La vendedora ambulante Juana, amiga del vendedor de camotes Rosalío, busca a su madre Pilar y a su gemela, Emilia, que llegaron a la capital cuando ella tenía tres años. Su madre reniega de Juana por que es indígena y su hermana es la cantante española Piquito de oro. Con ayuda de Rosalío, Juana entra en los foros de cine donde ellas trabajan, pero falla en todos sus intentos de hablarles allí y en otros lugares.",Comedy,6.7,274122,1,Movie,4,Español,"Ni Chana, Ni Juana Ni Chana, Ni Juana La vendedora ambulante Juana, amiga del vendedor de camotes Rosalío, busca a su madre Pilar y a su gemela, Emilia, que llegaron a la capital cuando ella tenía tres años. Su madre reniega de Juana por que es indígena y su hermana es la cantante española Piquito de oro. Con ayuda de Rosalío, Juana entra en los foros de cine donde ellas trabajan, pero falla en todos sus intentos de hablarles allí y en otros lugares. La vendedora ambulante Juana, amiga del vendedor de camotes Rosalío, busca a su madre Pilar y a su gemela, Emilia, que llegaron a la capital cuando ella tenía tres años. Su madre reniega de Juana por que es indígena y su hermana es la cantante española Piquito de oro. Con ayuda de Rosalío, Juana entra en los foros de cine donde ellas trabajan, pero falla en todos sus intentos de hablarles allí y en otros lugares. Comedy film with comedy elements decent watchable content niche independent content feature length movie film cinema movie entertainment content Español language content language 4 entertainment spanish latino hispanic content"
3677,Los hijos de María Morales,"Dos hermanos (Pedro Infante y Antonio Badú); parranderos, jugadores y mujeriegos; se pasan la vida de feria en feria; timando a la gente y enamorando a cuantas mujeres se les cruzan por el camino. Un buen día el amor les tender una trampa; y los famosos Morales queriendo ser gavilanes, fueron palomas.","Comedy, Drama, Romance",7.1,2525,1,Movie,4,Español,"Los hijos de María Morales Los hijos de María Morales Dos hermanos  Pedro Infante y Antonio Badú   parranderos, jugadores y mujeriegos  se pasan la vida de feria en feria  timando a la gente y enamorando a cuantas mujeres se les cruzan por el camino. Un buen día el amor les tender una trampa  y los famosos Morales queriendo ser gavilanes, fueron palomas. Dos hermanos  Pedro Infante y Antonio Badú   parranderos, jugadores y mujeriegos  se pasan la vida de feria en feria  timando a la gente y enamorando a cuantas mujeres se les cruzan por el camino. Un buen día el amor les tender una trampa  y los famosos Morales queriendo ser gavilanes, fueron palomas. Comedy Drama Romance film with comedy, drama, romance elements good quality rated content niche independent content feature length movie film cinema movie entertainment content Español language content language 4 entertainment spanish latino hispanic content"
3680,Amor y Frijoles,"Karen sospecha que su esposo llega tarde a casa, lo que la lleva a un mundo impulsivo y desesperado por descubrir la verdad. Con la influencia de su amiga Nicole, buscan los secretos de Dionisio en esta historia típica de Honduras.Amor y Frijoles muestra la vida y el amor de dos mujeres en Centroamérica.","Comedy, Romance, Popular",4.9,793783,1,Movie,4,Español,"Amor y Frijoles Amor y Frijoles Karen sospecha que su esposo llega tarde a casa, lo que la lleva a un mundo impulsivo y desesperado por descubrir la verdad. Con la influencia de su amiga Nicole, buscan los secretos de Dionisio en esta historia típica de Honduras.Amor y Frijoles muestra la vida y el amor de dos mujeres en Centroamérica. Karen sospecha que su esposo llega tarde a casa, lo que la lleva a un mundo impulsivo y desesperado por descubrir la verdad. Con la influencia de su amiga Nicole, buscan los secretos de Dionisio en esta historia típica de Honduras.Amor y Frijoles muestra la vida y el amor de dos mujeres en Centroamérica. Comedy Romance Popular film with comedy, romance, popular elements low rated content niche independent content feature length movie film cinema movie entertainment content Español language content language 4 entertainment spanish latino hispanic content"
3686,¡El que no corre... vuela!,"Toda clase de abusos y atropellos sufre la india María en la gran ciudad, sin embargo, ella convierte todo problema en risas y alegría","Action, Comedy",7.5,1067538,1,Movie,4,Español," El que no corre... vuela!  El que no corre... vuela! Toda clase de abusos y atropellos sufre la india María en la gran ciudad, sin embargo, ella convierte todo problema en risas y alegría Toda clase de abusos y atropellos sufre la india María en la gran ciudad, sin embargo, ella convierte todo problema en risas y alegría Action Comedy film with action, comedy elements very good well received content moderately popular content feature length movie film cinema movie entertainment content Español language content language 4 entertainment spanish latino hispanic content"
3690,La Criada Bien Criada,Inocencia es una provinciana que llega a la capital en busca de trabajo y se encuentra con un montòn de aventuras divertidas y personajes pintorescos.,Comedy,7.4,11128,1,Movie,4,Español,La Criada Bien Criada La Criada Bien Criada Inocencia es una provinciana que llega a la capital en busca de trabajo y se encuentra con un montòn de aventuras divertidas y personajes pintorescos. Inocencia es una provinciana que llega a la capital en busca de trabajo y se encuentra con un montòn de aventuras divertidas y personajes pintorescos. elements of family Comedy film with comedy elements good quality rated content niche independent content feature length movie film cinema movie entertainment content Español language content language 4 entertainment spanish latino hispanic content
